Type,key,dest_mh_lat,dest_mh_long,DH_lat,DH_long,dest_mh,DH,ready_time,Load
Shipment,MOTHERHUB_AMD-GANDHIDHAMHUB_GDM,22.8978044,72.5902141,23.0803778,70.0947859,MOTHERHUB_AMD,GANDHIDHAMHUB_GDM,72000,798
Shipment,MOTHERHUB_AMD-PORBANDARHUB_POR,22.8978044,72.5902141,21.6468447,69.6345955,MOTHERHUB_AMD,PORBANDARHUB_POR,72000,235
Shipment,MOTHERHUB_AMD-PALANPURHUB_PLN,22.8978044,72.5902141,24.1743804,72.4089852,MOTHERHUB_AMD,PALANPURHUB_PLN,72000,370
Shipment,MOTHERHUB_AMD-MEHSANAHUB_MHN,22.8978044,72.5902141,23.5972549,72.3793129,MOTHERHUB_AMD,MEHSANAHUB_MHN,72000,554
Shipment,MOTHERHUB_AMD-BHAVNAGARHUB_BVG,22.8978044,72.5902141,21.7619982,72.1540159,MOTHERHUB_AMD,BHAVNAGARHUB_BVG,72000,628
Shipment,MOTHERHUB_BAM-PANIPATHUB_PPT,28.545321,77.02914,29.411689,76.971994,MOTHERHUB_BAM,PANIPATHUB_PPT,72000,1656
Shipment,MOTHERHUB_ABL-SHIMLAHUB_SHM,30.396612,76.8116,31.074597,77.182889,MOTHERHUB_ABL,SHIMLAHUB_SHM,72000,1038
Shipment,MOTHERHUB_MED-SRIKAKULAMHUB_SKM,17.580519,78.469527,18.2969747,83.8967813,MOTHERHUB_MED,SRIKAKULAMHUB_SKM,72000,372
Shipment,MOTHERHUB_IDR-REWAHUB_RWA,22.777113,75.9021171,24.5426865,81.3192718,MOTHERHUB_IDR,REWAHUB_RWA,72000,708
Shipment,MOTHERHUB_RAI-MOWAHUB_RPR,22.056106,82.171855,21.269687,81.66367,MOTHERHUB_RAI,MOWAHUB_RPR,72000,454
Shipment,MOTHERHUB_RAI-RAIPURHUB_RPR,22.056106,82.171855,21.2513844,81.6296413,MOTHERHUB_RAI,RAIPURHUB_RPR,72000,2276
Shipment,MOTHERHUB_BAM-PHASE3NOIDAHUB_DEL,28.545321,77.02914,26.617862,77.333564,MOTHERHUB_BAM,PHASE3NOIDAHUB_DEL,72000,3093
