Type,key_leg3,src_lat,src_long,dest_lat,dest_long,src,dest,ready_time,Total
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-20.0286111111111,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,72103,21
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-21.2561111111111,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,76522,20
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-22.1461111111111,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,79726,45
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-22.4127777777778,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,80686,28
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-22.8972222222222,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,82430,721
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-22.9322222222222,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,82556,557
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-23.2063888888889,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,83543,44
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-3,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,10800,6679
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-5.38861111111112,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,19399,66
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-5.64861111111111,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,20335,16
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-6.33750000000001,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,22815,570
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-6.36055555555555,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,22898,889
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-6.68888888888888,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,24080,187
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-0.192222222222227,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,692,154
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-0.454722222222216,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,1637,7
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-0.716666666666669,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,2580,7
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-13.9855555555556,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,50348,7
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-17.9336111111111,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,64561,7
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-19.6308333333333,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,70671,62
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-2.74361111111111,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,9877,589
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-20.0286111111111,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,72103,9
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-21.2561111111111,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,76522,7
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-22.1461111111111,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,79726,25
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-22.4127777777778,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,80686,10
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-22.8972222222222,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,82430,440
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-22.9322222222222,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,82556,170
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-23.2063888888889,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,83543,15
Shipment,MOTHERHUB_KOL-MOTHERHUB_IXR-3,22.708183,88.28565,23.352715,85.343538,MOTHERHUB_KOL,MOTHERHUB_IXR,10800,2684
