type,Concat,Lat Source,Long Source,Lat Dest ,Long Dest ,Source,Dest ,Ready Time,Load
Shipment,MotherHub_KOL-MatigaraHub_IXB,22.708183,88.28565,26.726033,88.385764,MotherHub_KOL,MatigaraHub_IXB,0,1957
Shipment,MotherHub_KOL-MidnaporeHub_MDN,22.708183,88.28565,22.4195415,87.3206128,MotherHub_KOL,MidnaporeHub_MDN,0,1805
Shipment,MotherHub_KOL-MurshidabadHub_MBB,22.708183,88.28565,24.086332,88.247889,MotherHub_KOL,MurshidabadHub_MBB,0,1904
Shipment,MotherHub_KOL-ShantipurHub_STP,22.708183,88.28565,23.250009,88.433291,MotherHub_KOL,ShantipurHub_STP,0,987
Shipment,MotherHub_KOL-SiliguriHub_IXB,22.708183,88.28565,26.7358,88.4326,MotherHub_KOL,SiliguriHub_IXB,0,2923
Shipment,MotherHub_KOL-BhilaiHub_BIA,22.708183,88.28565,21.1938475,81.3509416,MotherHub_KOL,BhilaiHub_BIA,0,1939
Shipment,MotherHub_KOL-KorbaHub_KOR,22.708183,88.28565,22.3594501,82.7500595,MotherHub_KOL,KorbaHub_KOR,0,699
Shipment,MotherHub_KOL-MowaHub_RPR,22.708183,88.28565,21.269687,81.66367,MotherHub_KOL,MowaHub_RPR,0,635
Shipment,MotherHub_KOL-RaigarhHub_RGH,22.708183,88.28565,21.8974003,83.3949632,MotherHub_KOL,RaigarhHub_RGH,0,695
Shipment,MotherHub_KOL-RaipurHub_RPR,22.708183,88.28565,21.2513844,81.6296413,MotherHub_KOL,RaipurHub_RPR,0,3630
Shipment,MotherHub_KOL-RatanpurHub_PAB,22.708183,88.28565,22.2812175,82.1550451,MotherHub_KOL,RatanpurHub_PAB,0,2146
