Type,key_leg3,src_lat,src_long,dest_lat,dest_long,src,dest,Leg2_modified_reach_time,Load
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-23.7527777777778,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,85510,12
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-23.9838888888889,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,86342,12
Shipment,MOTHERHUB_KOL-MOTHERHUB_BBI-3,22.708183,88.28565,20.295471,85.84707,MOTHERHUB_KOL,MOTHERHUB_BBI,10800,4200
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-0.0430555555555543,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,155,66
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-0.245833333333337,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,885,21
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-0.63055555555556,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,2270,570
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-0.716666666666669,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,2580,271
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-13.9855555555556,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,50348,16
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-15.2269444444444,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,54817,889
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-17.9336111111111,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,64561,16
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-19.6308333333333,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,70671,16
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-2.74361111111111,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,9877,1188
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-20.0286111111111,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,72103,21
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-21.2561111111111,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,76522,20
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-21.6113888888889,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,77801,28
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-22.3211111111111,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,80356,44
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-22.4483333333333,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,80814,187
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-22.6027777777778,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,81370,45
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-22.8972222222222,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,82430,721
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-23.1222222222222,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,83240,557
Shipment,MOTHERHUB_KOL-MOTHERHUB_GAU-23.7527777777778,22.708183,88.28565,26.043197,91.705232,MOTHERHUB_KOL,MOTHERHUB_GAU,85510,16
