Type,modified_zonal_del_key,zonal_del_src_lat,zonal_del_src_long,zonal_del_dest_lat,zonal_del_dest_long,zonal_del_src,zonal_del_dest,Ready_time,Load
Shipment,MOTHERHUB_PTI-MOTHERHUB_LKO-3.93555556,28.294166,76.855804,26.755912,80.910939,MOTHERHUB_PTI,MOTHERHUB_LKO,14168,63
Shipment,MOTHERHUB_PTI-MOTHERHUB_LKO-4.35527778,28.294166,76.855804,26.755912,80.910939,MOTHERHUB_PTI,MOTHERHUB_LKO,15679,704
Shipment,MOTHERHUB_PTI-MOTHERHUB_LKO-5.19333333,28.294166,76.855804,26.755912,80.910939,MOTHERHUB_PTI,MOTHERHUB_LKO,18696,741
Shipment,MOTHERHUB_PTI-MOTHERHUB_LKO-5.93444444,28.294166,76.855804,26.755912,80.910939,MOTHERHUB_PTI,MOTHERHUB_LKO,21364,71
Shipment,MOTHERHUB_PTI-MOTHERHUB_LKO-13.35388889,28.294166,76.855804,26.755912,80.910939,MOTHERHUB_PTI,MOTHERHUB_LKO,48074,517
Shipment,MOTHERHUB_PTI-MOTHERHUB_LKO-17.59166667,28.294166,76.855804,26.755912,80.910939,MOTHERHUB_PTI,MOTHERHUB_LKO,63330,733
Shipment,MOTHERHUB_PTI-MOTHERHUB_LKO-20.29805556,28.294166,76.855804,26.755912,80.910939,MOTHERHUB_PTI,MOTHERHUB_LKO,73073,158
Shipment,MOTHERHUB_PTI-MOTHERHUB_LKO-20.55166667,28.294166,76.855804,26.755912,80.910939,MOTHERHUB_PTI,MOTHERHUB_LKO,73986,44
Shipment,MOTHERHUB_PTI-MOTHERHUB_LKO-21.31055556,28.294166,76.855804,26.755912,80.910939,MOTHERHUB_PTI,MOTHERHUB_LKO,76718,248
Shipment,MOTHERHUB_PTI-MOTHERHUB_LKO-21.62111111,28.294166,76.855804,26.755912,80.910939,MOTHERHUB_PTI,MOTHERHUB_LKO,77836,26
