Facility,DH name,Cutoff,Time ,Geocoding       DH City,Geocoding LZN Classification,Metro/ ROI/    NE-J&K,REGULAR SLA,SLOW SLA,REGULAR LPHT,LPHT,Transit Time,Reach Time,Reach Time,Start Time,Reach New,Connection Time ,Connection,Difference,Difference hrs,New Difference,Comments,New LPHT
fkl-Pataudi,GreaterNoidaHub_DEL,MotherHub_BAM,10:00:00 AM,BULANDSHAHR,Z,,3,3,07:30:00 PM,0.81,1.5,0.88,09:07:12 PM,11:07:12 PM,0.88,10:00:00 AM,0.42,0.54,13,12,Improve,Lpht at 8p.m
fkl-bilaspur,GreaterNoidaHub_DEL,MotherHub_BAM,10:00:00 AM,GAUTAM BUDDHA NAGAR,Z,,3,3,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,10:00:00 AM,0.42,0.5,12,11,Improve,Lpht at 8p.m
fkl-delhi,GreaterNoidaHub_DEL,MotherHub_BAM,10:00:00 AM,GAUTAM BUDDHA NAGAR,Z,,3,3,09:30:00 PM,0.9,2.5,1,12:00:00 AM,02:00:00 AM,1,10:00:00 AM,0.42,0.42,10,9,Improve,Lpht at 8p.m
fkl-Pataudi,GreaterNoidaHub_DEL,MotherHub_BAM,10:00:00 AM,GAUTAM BUDDHA NAGAR,Z,,3,3,07:30:00 PM,0.81,1.5,0.88,09:07:12 PM,11:07:12 PM,0.88,10:00:00 AM,0.42,0.54,13,12,Improve,Lpht at 8p.m
fkl-bilaspur,KotaHub_KTU,MotherHub_JAI,12:00:00 AM,JHALAWAR,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,12:00:00 AM,0,0.19,4.5,3.5,Okay,No change
fkl-delhi,KotaHub_KTU,MotherHub_JAI,12:00:00 AM,JHALAWAR,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,KotaHub_KTU,MotherHub_JAI,12:00:00 AM,JHALAWAR,Z,,3,3,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-delhi,SriGanganagarHub_SGN,MotherHub_JAI,12:00:00 AM,Sri Ganganagar,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-bilaspur,JodhpurHub_JDH,MotherHub_JAI,12:00:00 AM,BARMER,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,12:00:00 AM,0,0.19,4.5,3.5,Okay,No change
fkl-delhi,JodhpurHub_JDH,MotherHub_JAI,12:00:00 AM,BARMER,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,JodhpurHub_JDH,MotherHub_JAI,12:00:00 AM,BARMER,Z,,3,3,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-bilaspur,JaipurHub_JAI,MotherHub_JAI,12:00:00 AM,TONK,Z,,3,3,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-delhi,JaipurHub_JAI,MotherHub_JAI,12:00:00 AM,TONK,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,JaipurHub_JAI,MotherHub_JAI,12:00:00 AM,TONK,Z,,3,3,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,BURHANPUR,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,BURHANPUR,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,BURHANPUR,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,KHARGONE,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,KHARGONE,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,KHARGONE,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,KHANDWA,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,KHANDWA,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,KHANDWA,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Ujjain,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Ujjain,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Ujjain,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,JAORA,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,JAORA,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,JAORA,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,RATLAM,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,RATLAM,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,RATLAM,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,CHHATARPUR,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,CHHATARPUR,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,CHHATARPUR,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Mandsaur,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Mandsaur,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Mandsaur,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,KHARGONE,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,KHARGONE,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,KHARGONE,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,DHAR,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,DHAR,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,DHAR,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Neemuch,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Neemuch,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Neemuch,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Nayagaon/Ultratech Cement/Neemuch,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Nayagaon/Ultratech Cement/Neemuch,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Nayagaon/Ultratech Cement/Neemuch,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Jirapur,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Jirapur,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Jirapur,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Biaora,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Biaora,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Biaora,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Nowgong/Chattarpur,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Nowgong/Chattarpur,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Nowgong/Chattarpur,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Maheshwar/Damnod,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Maheshwar/Damnod,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Maheshwar/Damnod,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Barwani,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Barwani,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Barwani,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Khajurao,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Khajurao,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Khajurao,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Bangrod/Ratlam,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Bangrod/Ratlam,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Bangrod/Ratlam,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,TIKAMGARH,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,TIKAMGARH,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,TIKAMGARH,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Panna,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-delhi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Panna,Z,,3,3,06:00:00 PM,0.75,2.5,0.85,08:24:00 PM,10:24:00 PM,0.85,02:00:00 AM,0.08,0.23,5.5,4.5,Okay,No change
fkl-Pataudi,RajendraNagarHub_IDR,MotherHub_IDR,02:00:00 AM,Panna,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,02:00:00 AM,0.08,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,LudhianaHub_LUH,LudhianaHub_LUH,10:00:00 PM,Ludhiana,Z,,3,3,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-delhi,LudhianaHub_LUH,LudhianaHub_LUH,10:00:00 PM,Ludhiana,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,LudhianaHub_LUH,LudhianaHub_LUH,10:00:00 PM,Ludhiana,Z,,3,3,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-bilaspur,AmbalaHub_UMB,MotherHub_ABL,09:45:00 PM,Ambala,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-delhi,AmbalaHub_UMB,MotherHub_ABL,09:45:00 PM,Ambala,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:45:00 PM,0.91,0.11,2.75,1.75,Not possible,Reduce by 1.5
fkl-Pataudi,AmbalaHub_UMB,MotherHub_ABL,09:45:00 PM,Ambala,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:45:00 PM,0.91,0.26,6.25,5.25,Okay,No change
fkl-bilaspur,RohtakHub_ROH,RohtakHub_ROH,09:00:00 PM,Rohtak,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,RohtakHub_ROH,RohtakHub_ROH,09:00:00 PM,Rohtak,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,RohtakHub_ROH,RohtakHub_ROH,09:00:00 PM,Rohtak,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,RewariHub_RWR,RewariHub_RWR,05:30:00 AM,Rewari,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,05:30:00 AM,0.23,0.65,15.5,14.5,Improve,Lpht at 8p.m
fkl-delhi,RewariHub_RWR,RewariHub_RWR,05:30:00 AM,Rewari,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,05:30:00 AM,0.23,0.44,10.5,9.5,Improve,Lpht at 8p.m
fkl-Pataudi,RewariHub_RWR,RewariHub_RWR,05:30:00 AM,Rewari,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,05:30:00 AM,0.23,0.65,15.5,14.5,Improve,Lpht at 8p.m
fkl-bilaspur,AboharHub_ABH,AboharHub_ABH,08:00:00 PM,Abohar,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:00:00 PM,0.83,0.19,4.5,3.5,Okay,No change
fkl-delhi,AboharHub_ABH,AboharHub_ABH,08:00:00 PM,Abohar,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:00:00 PM,0.83,0.04,1,0,Darpan to check,Darpan to check
fkl-Pataudi,AboharHub_ABH,AboharHub_ABH,08:00:00 PM,Abohar,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:00:00 PM,0.83,0.19,4.5,3.5,Okay,No change
fkl-bilaspur,MuktsarHub_MKT,MuktsarHub_MKT,08:00:00 PM,Muktsar,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:00:00 PM,0.83,0.19,4.5,3.5,Okay,No change
fkl-delhi,MuktsarHub_MKT,MuktsarHub_MKT,08:00:00 PM,Muktsar,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:00:00 PM,0.83,0.04,1,0,Darpan to check,Darpan to check
fkl-Pataudi,MuktsarHub_MKT,MuktsarHub_MKT,08:00:00 PM,Muktsar,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:00:00 PM,0.83,0.19,4.5,3.5,Okay,No change
fkl-bilaspur,KotkapuraHub_KKP,KotkapuraHub_KKP,08:00:00 PM,Kot Kapura,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:00:00 PM,0.83,0.19,4.5,3.5,Okay,No change
fkl-delhi,KotkapuraHub_KKP,KotkapuraHub_KKP,08:00:00 PM,Kot Kapura,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:00:00 PM,0.83,0.04,1,0,Darpan to check,Darpan to check
fkl-Pataudi,KotkapuraHub_KKP,KotkapuraHub_KKP,08:00:00 PM,Kot Kapura,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:00:00 PM,0.83,0.19,4.5,3.5,Okay,No change
fkl-bilaspur,SangrurHub_SNR,BhatindaHub_BUP,10:00:00 PM,Sangrur,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,10:00:00 PM,0.92,0.27,6.5,5.5,Okay,No change
fkl-delhi,SangrurHub_SNR,BhatindaHub_BUP,10:00:00 PM,Sangrur,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,SangrurHub_SNR,BhatindaHub_BUP,10:00:00 PM,Sangrur,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,10:00:00 PM,0.92,0.27,6.5,5.5,Okay,No change
fkl-bilaspur,DasuaHub_DSU,GurdaspurHub_GDS,10:00:00 PM,Dasua,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,10:00:00 PM,0.92,0.27,6.5,5.5,Okay,No change
fkl-delhi,DasuaHub_DSU,GurdaspurHub_GDS,10:00:00 PM,Dasua,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,DasuaHub_DSU,GurdaspurHub_GDS,10:00:00 PM,Dasua,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,10:00:00 PM,0.92,0.27,6.5,5.5,Okay,No change
