Facility,DH name,Cutoff,Time ,Geocoding       DH City,Geocoding LZN Classification,Metro/ ROI/    NE-J&K,REGULAR SLA,SLOW SLA,REGULAR LPHT,LPHT,Transit Time,Reach Time,Reach Time,Start Time,Reach New,Connection Time ,Connection,Difference,Difference hrs,New Difference,Comments,New LPHT
fkl-delhi,PhagwaraHub_PGR,PhagwaraHub_PGR,10:00:00 PM,Jalandhar,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,PhagwaraHub_PGR,PhagwaraHub_PGR,10:00:00 PM,Jalandhar,Z,,3,3,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-bilaspur,MeerutHub_MEE,MeerutHub_MEE,09:00:00 PM,HASTINAPUR,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,MeerutHub_MEE,MeerutHub_MEE,09:00:00 PM,HASTINAPUR,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,MeerutHub_MEE,MeerutHub_MEE,09:00:00 PM,HASTINAPUR,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,PanchkulaHub_PKL,PanchkulaHub_PKL,08:30:00 PM,BARWALA,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-delhi,PanchkulaHub_PKL,PanchkulaHub_PKL,08:30:00 PM,BARWALA,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,08:30:00 PM,0.85,0.06,1.5,0.5,Not possible,2.5 hrs less
fkl-Pataudi,PanchkulaHub_PKL,PanchkulaHub_PKL,08:30:00 PM,BARWALA,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,08:30:00 PM,0.85,0.21,5,4,Okay,No change
fkl-bilaspur,RupnagarHub_RUP,RupnagarHub_RUP,09:00:00 PM,Hoshiarpur,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,RupnagarHub_RUP,RupnagarHub_RUP,09:00:00 PM,Hoshiarpur,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,RupnagarHub_RUP,RupnagarHub_RUP,09:00:00 PM,Hoshiarpur,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,RupnagarHub_RUP,RupnagarHub_RUP,09:00:00 PM,NAWANSHAHAR,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,RupnagarHub_RUP,RupnagarHub_RUP,09:00:00 PM,NAWANSHAHAR,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,RupnagarHub_RUP,RupnagarHub_RUP,09:00:00 PM,NAWANSHAHAR,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,KurukshetraHub_KUR,KurukshetraHub_KUR,09:00:00 PM,BABAIN,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,KurukshetraHub_KUR,KurukshetraHub_KUR,09:00:00 PM,BABAIN,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,KurukshetraHub_KUR,KurukshetraHub_KUR,09:00:00 PM,BABAIN,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,KurukshetraHub_KUR,KurukshetraHub_KUR,09:00:00 PM,Karnal,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,KurukshetraHub_KUR,KurukshetraHub_KUR,09:00:00 PM,Karnal,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,KurukshetraHub_KUR,KurukshetraHub_KUR,09:00:00 PM,Karnal,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,KurukshetraHub_KUR,KurukshetraHub_KUR,09:00:00 PM,THANESAR,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,KurukshetraHub_KUR,KurukshetraHub_KUR,09:00:00 PM,THANESAR,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,KurukshetraHub_KUR,KurukshetraHub_KUR,09:00:00 PM,THANESAR,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,AgraHub_AGR,AgraHub_AGR,10:00:00 PM,SADABAD,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-delhi,AgraHub_AGR,AgraHub_AGR,10:00:00 PM,SADABAD,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,AgraHub_AGR,AgraHub_AGR,10:00:00 PM,SADABAD,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-bilaspur,RewariHub_RWR,RewariHub_RWR,05:30:00 AM,Bhiwani,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,05:30:00 AM,0.23,0.65,15.5,14.5,Improve,Lpht at 8p.m
fkl-delhi,RewariHub_RWR,RewariHub_RWR,05:30:00 AM,Bhiwani,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,05:30:00 AM,0.23,0.44,10.5,9.5,Improve,Lpht at 8p.m
fkl-Pataudi,RewariHub_RWR,RewariHub_RWR,05:30:00 AM,Bhiwani,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,05:30:00 AM,0.23,0.65,15.5,14.5,Improve,Lpht at 8p.m
fkl-bilaspur,RewariHub_RWR,RewariHub_RWR,05:30:00 AM,NARNAUL,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,05:30:00 AM,0.23,0.65,15.5,14.5,Improve,Lpht at 8p.m
fkl-delhi,RewariHub_RWR,RewariHub_RWR,05:30:00 AM,NARNAUL,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,05:30:00 AM,0.23,0.44,10.5,9.5,Improve,Lpht at 8p.m
fkl-Pataudi,RewariHub_RWR,RewariHub_RWR,05:30:00 AM,NARNAUL,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,05:30:00 AM,0.23,0.65,15.5,14.5,Improve,Lpht at 8p.m
fkl-bilaspur,RudrapurHub_RDP,RudrapurHub_RDP,09:00:00 PM,KICHHA,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,RudrapurHub_RDP,RudrapurHub_RDP,09:00:00 PM,KICHHA,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,RudrapurHub_RDP,RudrapurHub_RDP,09:00:00 PM,KICHHA,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,RudrapurHub_RDP,RudrapurHub_RDP,09:00:00 PM,UDHAM SINGH NAGAR,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,RudrapurHub_RDP,RudrapurHub_RDP,09:00:00 PM,UDHAM SINGH NAGAR,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,RudrapurHub_RDP,RudrapurHub_RDP,09:00:00 PM,UDHAM SINGH NAGAR,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,DharuheraHub_DRH,DharuheraHub_DRH,05:00:00 AM,Delhi-NCR,Z,,3,3,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,05:00:00 AM,0.21,0.29,7,6,Okay,No change
fkl-delhi,DharuheraHub_DRH,DharuheraHub_DRH,05:00:00 AM,Delhi-NCR,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,05:00:00 AM,0.21,0.42,10,9,Improve,Lpht at 8p.m
fkl-Pataudi,DharuheraHub_DRH,DharuheraHub_DRH,05:00:00 AM,Delhi-NCR,Z,,3,3,07:30:00 PM,0.81,1.5,0.88,09:07:12 PM,11:07:12 PM,0.88,05:00:00 AM,0.21,0.33,8,7,Improve,Lpht at 8p.m
fkl-bilaspur,KarnalHub_KAL,KarnalHub_KAL,09:00:00 PM,ASSANDH,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,KarnalHub_KAL,KarnalHub_KAL,09:00:00 PM,ASSANDH,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,KarnalHub_KAL,KarnalHub_KAL,09:00:00 PM,ASSANDH,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,GobindgarhHub_LUH,GobindgarhHub_LUH,10:00:00 PM,FATEHGARH SAHIB,Z,,3,3,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-delhi,GobindgarhHub_LUH,GobindgarhHub_LUH,10:00:00 PM,FATEHGARH SAHIB,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,GobindgarhHub_LUH,GobindgarhHub_LUH,10:00:00 PM,FATEHGARH SAHIB,Z,,3,3,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-bilaspur,VKIAHub_JAI,MotherHub_JAI,12:00:00 AM,Jaipur,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,12:00:00 AM,0,0.42,10,9,Improve,Lpht at 8p.m
fkl-delhi,VKIAHub_JAI,MotherHub_JAI,12:00:00 AM,Jaipur,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,VKIAHub_JAI,MotherHub_JAI,12:00:00 AM,Jaipur,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,12:00:00 AM,0,0.42,10,9,Improve,Lpht at 8p.m
fkl-bilaspur,JindHub_JND,JindHub_JND,09:00:00 PM,NARNAUND,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,JindHub_JND,JindHub_JND,09:00:00 PM,NARNAUND,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,JindHub_JND,JindHub_JND,09:00:00 PM,NARNAUND,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,KaithalHub_KTL,KaithalHub_KTL,09:00:00 PM,PEHOWA,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-delhi,KaithalHub_KTL,KaithalHub_KTL,09:00:00 PM,PEHOWA,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,KaithalHub_KTL,KaithalHub_KTL,09:00:00 PM,PEHOWA,Z,,3,3,02:00:00 PM,0.58,1.5,0.65,03:36:00 PM,05:36:00 PM,0.65,09:00:00 PM,0.88,0.23,5.5,4.5,Okay,No change
fkl-bilaspur,BahadurgarhHub_BHD,MotherHub_BAM,10:00:00 AM,Rohtak,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 AM,0.42,0.83,20,19,Improve,Lpht at 8p.m
fkl-delhi,BahadurgarhHub_BHD,MotherHub_BAM,10:00:00 AM,Rohtak,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 AM,0.42,0.63,15,14,Improve,Lpht at 8p.m
fkl-Pataudi,BahadurgarhHub_BHD,MotherHub_BAM,10:00:00 AM,Rohtak,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 AM,0.42,0.83,20,19,Improve,Lpht at 8p.m
fkl-bilaspur,MuzaffarnagarHub_MFN,MuzaffarnagarHub_MFN,09:00:00 PM,KHATAULI,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-delhi,MuzaffarnagarHub_MFN,MuzaffarnagarHub_MFN,09:00:00 PM,KHATAULI,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,09:00:00 PM,0.88,0.08,2,1,Not possible,Reduce by 2 hrs
fkl-Pataudi,MuzaffarnagarHub_MFN,MuzaffarnagarHub_MFN,09:00:00 PM,KHATAULI,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:00:00 PM,0.88,0.29,7,6,Okay,No change
fkl-bilaspur,PhagwaraHub_PGR,PhagwaraHub_PGR,10:00:00 PM,BANGA,Z,,3,3,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-delhi,PhagwaraHub_PGR,PhagwaraHub_PGR,10:00:00 PM,BANGA,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,PhagwaraHub_PGR,PhagwaraHub_PGR,10:00:00 PM,BANGA,Z,,3,3,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-bilaspur,PhagwaraHub_PGR,PhagwaraHub_PGR,10:00:00 PM,PHAGWARA,Z,,3,3,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-delhi,PhagwaraHub_PGR,PhagwaraHub_PGR,10:00:00 PM,PHAGWARA,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,PhagwaraHub_PGR,PhagwaraHub_PGR,10:00:00 PM,PHAGWARA,Z,,3,3,03:30:00 PM,0.65,1.5,0.71,05:02:24 PM,07:02:24 PM,0.71,10:00:00 PM,0.92,0.21,5,4,Okay,No change
fkl-bilaspur,GhaziabadHub_DEL,MotherHub_BAM,10:00:00 AM,Ghaziabad,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 AM,0.42,0.83,20,19,Improve,Lpht at 8p.m
fkl-delhi,GhaziabadHub_DEL,MotherHub_BAM,10:00:00 AM,Ghaziabad,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 AM,0.42,0.63,15,14,Improve,Lpht at 8p.m
fkl-Pataudi,GhaziabadHub_DEL,MotherHub_BAM,10:00:00 AM,Ghaziabad,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 AM,0.42,0.83,20,19,Improve,Lpht at 8p.m
fkl-bilaspur,KotaHub_KTU,MotherHub_JAI,12:00:00 AM,BUNDI,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,12:00:00 AM,0,0.19,4.5,3.5,Okay,No change
fkl-delhi,KotaHub_KTU,MotherHub_JAI,12:00:00 AM,BUNDI,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,KotaHub_KTU,MotherHub_JAI,12:00:00 AM,BUNDI,Z,,3,3,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-bilaspur,UdaipurHub_UDR,MotherHub_JAI,12:00:00 AM,NATHDWARA,Z,,3,3,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,12:00:00 AM,0,0.08,2,1,Okay,No change
fkl-delhi,UdaipurHub_UDR,MotherHub_JAI,12:00:00 AM,NATHDWARA,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,UdaipurHub_UDR,MotherHub_JAI,12:00:00 AM,NATHDWARA,Z,,3,3,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,12:00:00 AM,0,0.08,2,1,Okay,No change
fkl-bilaspur,AjmerHub_AJM,MotherHub_JAI,12:00:00 AM,BEAWAR,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,12:00:00 AM,0,0.19,4.5,3.5,Okay,No change
fkl-delhi,AjmerHub_AJM,MotherHub_JAI,12:00:00 AM,BEAWAR,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,AjmerHub_AJM,MotherHub_JAI,12:00:00 AM,BEAWAR,Z,,3,3,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-bilaspur,BhilwaraHub_BLW,MotherHub_JAI,12:00:00 AM,CHITTORGARH,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,12:00:00 AM,0,0.19,4.5,3.5,Okay,No change
fkl-delhi,BhilwaraHub_BLW,MotherHub_JAI,12:00:00 AM,CHITTORGARH,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,BhilwaraHub_BLW,MotherHub_JAI,12:00:00 AM,CHITTORGARH,Z,,3,3,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-bilaspur,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,TEKANPUR,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-delhi,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,TEKANPUR,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,TEKANPUR,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-bilaspur,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,MORENA,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-delhi,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,MORENA,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,10:00:00 PM,0.92,0.13,3,2,Not possible,Reduce by 1 hr
fkl-Pataudi,CityCenterHub_GWL,CityCenterHub_GWL,10:00:00 PM,MORENA,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,10:00:00 PM,0.92,0.33,8,7,Improve,Lpht at 8p.m
fkl-delhi,SriGanganagarHub_SGN,MotherHub_JAI,12:00:00 AM,HANUMANGARH,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-bilaspur,NarnaulHub_NNL,NarnaulHub_NNL,09:30:00 PM,Alwar,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:30:00 PM,0.9,0.31,7.5,6.5,Okay,No change
fkl-delhi,NarnaulHub_NNL,NarnaulHub_NNL,09:30:00 PM,Alwar,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,04:00:00 AM,0.9,0.38,9,8,Improve,Lpht at 8p.m
fkl-Pataudi,NarnaulHub_NNL,NarnaulHub_NNL,09:30:00 PM,Alwar,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:30:00 PM,0.9,0.31,7.5,6.5,Okay,No change
fkl-bilaspur,JodhpurHub_JDH,MotherHub_JAI,12:00:00 AM,PALI,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,12:00:00 AM,0,0.19,4.5,3.5,Okay,No change
fkl-delhi,JodhpurHub_JDH,MotherHub_JAI,12:00:00 AM,PALI,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,JodhpurHub_JDH,MotherHub_JAI,12:00:00 AM,PALI,Z,,3,3,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-bilaspur,NarnaulHub_NNL,NarnaulHub_NNL,09:30:00 PM,NEEMRANA,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:30:00 PM,0.9,0.31,7.5,6.5,Okay,No change
fkl-delhi,NarnaulHub_NNL,NarnaulHub_NNL,09:30:00 PM,NEEMRANA,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,04:00:00 AM,0.9,0.38,9,8,Improve,Lpht at 8p.m
fkl-Pataudi,NarnaulHub_NNL,NarnaulHub_NNL,09:30:00 PM,NEEMRANA,Z,,3,3,12:30:00 PM,0.52,1.5,0.58,01:55:12 PM,03:55:12 PM,0.58,09:30:00 PM,0.9,0.31,7.5,6.5,Okay,No change
fkl-bilaspur,JodhpurHub_JDH,MotherHub_JAI,12:00:00 AM,JAISALMER,Z,,3,3,06:00:00 PM,0.75,1.5,0.81,07:26:24 PM,09:26:24 PM,0.81,12:00:00 AM,0,0.19,4.5,3.5,Okay,No change
fkl-delhi,JodhpurHub_JDH,MotherHub_JAI,12:00:00 AM,JAISALMER,Z,,3,3,04:30:00 PM,0.69,2.5,0.79,06:57:36 PM,08:57:36 PM,0.79,12:00:00 AM,0,0.21,5,4,Okay,No change
fkl-Pataudi,JodhpurHub_JDH,MotherHub_JAI,12:00:00 AM,JAISALMER,Z,,3,3,04:30:00 PM,0.69,1.5,0.75,06:00:00 PM,08:00:00 PM,0.75,12:00:00 AM,0,0.25,6,5,Okay,No change
fkl-bilaspur,GreaterNoidaHub_DEL,MotherHub_BAM,10:00:00 AM,BULANDSHAHR,Z,,3,3,08:30:00 PM,0.85,1.5,0.92,10:04:48 PM,12:04:48 AM,0.92,10:00:00 AM,0.42,0.5,12,11,Improve,Lpht at 8p.m
fkl-delhi,GreaterNoidaHub_DEL,MotherHub_BAM,10:00:00 AM,BULANDSHAHR,Z,,3,3,09:30:00 PM,0.9,2.5,1,12:00:00 AM,02:00:00 AM,1,10:00:00 AM,0.42,0.42,10,9,Improve,Lpht at 8p.m
